system,protocol,fold,k,alpha,MAE_data,MAE_users,RMSE,RMSE_users,CR
FUS,A_warm,0,1,0.0,0.9015,0.9148,1.1728,1.1169,0.5997
FUS,A_warm,0,2,0.0,0.8633,0.8808,1.1177,1.084,0.7844
FUS,A_warm,0,4,0.0,0.8257,0.8345,1.0713,1.0346,0.916
FUS,A_warm,0,6,0.0,0.8023,0.8119,1.0367,1.0054,0.9514
FUS,A_warm,0,8,0.0,0.7853,0.7971,1.0132,0.9867,0.9721
FUS,A_warm,0,10,0.0,0.7781,0.7918,1.001,0.9773,0.9819
FUS,A_warm,0,12,0.0,0.771,0.7843,0.9912,0.9669,0.9874
FUS,A_warm,0,14,0.0,0.7651,0.7783,0.9825,0.958,0.9919
FUS,A_warm,0,16,0.0,0.7604,0.7745,0.9764,0.9526,0.9938
FUS,A_warm,0,18,0.0,0.7562,0.7701,0.9712,0.9469,0.9948
FUS,A_warm,0,20,0.0,0.7533,0.7676,0.9669,0.9433,0.9962
FUS,A_warm,0,22,0.0,0.7498,0.764,0.9634,0.9394,0.9975
FUS,A_warm,0,24,0.0,0.7482,0.7632,0.9609,0.9376,0.998
FUS,A_warm,0,26,0.0,0.7454,0.7609,0.9561,0.9337,0.9982
FUS,A_warm,0,28,0.0,0.7442,0.7599,0.9546,0.9319,0.9984
FUS,A_warm,0,30,0.0,0.7428,0.7579,0.9527,0.93,0.9985
FUS,A_warm,0,32,0.0,0.7417,0.7565,0.951,0.9275,0.9987
FUS,A_warm,0,34,0.0,0.7407,0.7558,0.9492,0.9261,0.9989
FUS,A_warm,0,36,0.0,0.7396,0.7549,0.9481,0.9256,0.999
FUS,A_warm,0,38,0.0,0.7386,0.7538,0.9465,0.924,0.999
FUS,A_warm,0,40,0.0,0.7383,0.7534,0.9457,0.9233,0.9992
FUS,A_warm,0,42,0.0,0.7384,0.7536,0.9454,0.9231,0.9994
FUS,A_warm,0,44,0.0,0.7371,0.7525,0.9432,0.9208,0.9994
FUS,A_warm,0,46,0.0,0.7365,0.7523,0.9423,0.9201,0.9995
FUS,A_warm,0,48,0.0,0.7366,0.7522,0.9417,0.9197,0.9997
FUS,A_warm,0,50,0.0,0.736,0.7514,0.941,0.9189,0.9997
FUS,A_warm,0,1,0.7,0.8907,0.9091,1.163,1.1109,0.5712
FUS,A_warm,0,2,0.7,0.8588,0.8741,1.1171,1.0781,0.7632
FUS,A_warm,0,4,0.7,0.8267,0.838,1.0753,1.041,0.8975
FUS,A_warm,0,6,0.7,0.8054,0.8183,1.0445,1.0134,0.9388
FUS,A_warm,0,8,0.7,0.79,0.8039,1.0226,0.9938,0.9612
FUS,A_warm,0,10,0.7,0.7792,0.7929,1.008,0.981,0.9738
FUS,A_warm,0,12,0.7,0.7737,0.789,1.0008,0.976,0.9811
FUS,A_warm,0,14,0.7,0.7686,0.7837,0.995,0.9694,0.9855
FUS,A_warm,0,16,0.7,0.7658,0.7801,0.9913,0.9641,0.9878
FUS,A_warm,0,18,0.7,0.7624,0.7779,0.9866,0.9593,0.9898
FUS,A_warm,0,20,0.7,0.7586,0.7737,0.981,0.9541,0.9913
FUS,A_warm,0,22,0.7,0.7563,0.7717,0.9772,0.9505,0.9924
FUS,A_warm,0,24,0.7,0.7527,0.7672,0.9717,0.9441,0.9937
FUS,A_warm,0,26,0.7,0.7504,0.7656,0.9686,0.9425,0.9945
FUS,A_warm,0,28,0.7,0.749,0.764,0.965,0.9394,0.9947
FUS,A_warm,0,30,0.7,0.7477,0.7626,0.9629,0.9375,0.9952
FUS,A_warm,0,32,0.7,0.7464,0.7615,0.9597,0.9343,0.9956
FUS,A_warm,0,34,0.7,0.7445,0.7599,0.9568,0.9318,0.9958
FUS,A_warm,0,36,0.7,0.7436,0.7586,0.9551,0.93,0.9961
FUS,A_warm,0,38,0.7,0.7435,0.7581,0.9543,0.9287,0.9963
FUS,A_warm,0,40,0.7,0.743,0.7575,0.9532,0.9277,0.9965
FUS,A_warm,0,42,0.7,0.7429,0.7574,0.9526,0.9271,0.9965
FUS,A_warm,0,44,0.7,0.7425,0.7566,0.9522,0.9263,0.9966
FUS,A_warm,0,46,0.7,0.7424,0.7566,0.952,0.926,0.9967
FUS,A_warm,0,48,0.7,0.7421,0.756,0.9515,0.9252,0.9967
FUS,A_warm,0,50,0.7,0.7418,0.756,0.9507,0.9248,0.9969
FUS,A_warm,0,1,0.8,0.8794,0.8896,1.154,1.0909,0.5681
FUS,A_warm,0,2,0.8,0.8657,0.8858,1.1289,1.0921,0.7688
FUS,A_warm,0,4,0.8,0.8286,0.843,1.0776,1.0444,0.8944
FUS,A_warm,0,6,0.8,0.8073,0.8215,1.0482,1.0186,0.94
FUS,A_warm,0,8,0.8,0.7916,0.8081,1.0252,1.0016,0.9601
FUS,A_warm,0,10,0.8,0.7826,0.7986,1.0112,0.9882,0.9717
FUS,A_warm,0,12,0.8,0.7753,0.7907,1.0028,0.9778,0.9782
FUS,A_warm,0,14,0.8,0.7708,0.7863,0.9964,0.9712,0.9825
FUS,A_warm,0,16,0.8,0.7651,0.7808,0.9896,0.964,0.9848
FUS,A_warm,0,18,0.8,0.7629,0.7788,0.9857,0.9595,0.9877
FUS,A_warm,0,20,0.8,0.7599,0.7753,0.9809,0.9545,0.9892
FUS,A_warm,0,22,0.8,0.7582,0.7745,0.9776,0.9523,0.9901
FUS,A_warm,0,24,0.8,0.756,0.7719,0.9737,0.9486,0.9913
FUS,A_warm,0,26,0.8,0.7536,0.7703,0.9701,0.9459,0.9923
FUS,A_warm,0,28,0.8,0.7516,0.7671,0.9671,0.9417,0.9928
FUS,A_warm,0,30,0.8,0.7508,0.7663,0.965,0.9399,0.9935
FUS,A_warm,0,32,0.8,0.7488,0.7649,0.9619,0.9374,0.9941
